NCT_ID
NCT99999999
NCT02523014
NCT03093116
NCT03180268
NCT03224767
NCT03157128
NCT03785249
NCT03271372
NCT04231851
NCT99999999
NCT00887146
NCT04472767
NCT03775265
NCT02912949
NCT05524584
NCT04166318
NCT04529772
NCT04506086
NCT04920032
NCT04372433
NCT04143711
NCT04762953
NCT04435756
NCT04077463
NCT04637763
NCT04090398
NCT04068194
NCT04449874
NCT03375307
NCT03173950
NCT04835805
NCT04528836
NCT04530565
NCT04868877
NCT04814108
NCT04269902
NCT05488366
NCT05011058
NCT04457596
NCT04960709
NCT04180371
NCT05501899
NCT05360238
NCT02339571
NCT04214262
NCT04130542
NCT04701476
NCT04423029
NCT05118789
NCT05027139
NCT03744468
NCT04947319
NCT06028828
NCT04994717
NCT05079282
NCT04647916
NCT04982224
NCT04919811
NCT05039177
NCT05497531
NCT04764474
NCT04852887
NCT04843709
NCT04999969
NCT03504488
NCT04444921
NCT04686305
NCT05076942
NCT05111626
NCT05332054
NCT05143957
NCT04759586
NCT04513717
NCT04736121
NCT04553692
NCT05382286
NCT03739814
NCT04965493
NCT05040360
NCT05520567
NCT05364424
NCT04548752
NCT05308264
NCT05384626
NCT04137900
NCT04681131
NCT05048797
NCT05371093
NCT05322590
NCT03863145
NCT05410145
NCT05377996
NCT04879329
NCT05128825
NCT03488693
NCT05805501
NCT03382977
NCT05120349
NCT05726864
NCT05174169
NCT05240898
NCT03850574
NCT04559139
NCT05053152
NCT05580562
NCT05462717
NCT05844865
NCT05625399
NCT05440708
NCT05199818
NCT05514054
NCT05306340
NCT05281471
NCT03860883
NCT05600842
NCT05308446
NCT05602363
NCT05425940
NCT05501886
NCT05629585
NCT99999999
NCT05095376
NCT03496883
NCT03924414
NCT05975580
NCT03711032
NCT05014139
NCT04146051
NCT04174105
NCT05283577
NCT01574053
NCT03162549
NCT04202341
NCT03812653
NCT03907046
NCT04057898
NCT03936361
NCT04295811
NCT03981289
NCT04363697
NCT04297683
NCT04683848
NCT04338581
NCT04624659
NCT04795934
NCT04404101
NCT04861259
NCT03773575
NCT04586010
NCT99999999
NCT04770571
NCT04426539
NCT04640142
NCT04073563
NCT04790344
NCT05523167
NCT05046821
NCT04681066
NCT04886492
NCT04378790
NCT04982835
NCT04708782
NCT05348915
NCT04811092
NCT04945460
NCT04781387
NCT04634578
NCT04520776
NCT04564885
NCT04372615
NCT05775848
NCT05047172
NCT04896008
NCT05349721
NCT05548556
NCT05437263
NCT05379634
NCT04097145
NCT05403541
NCT05556096
NCT05232929
NCT05517603
NCT05123755
NCT03489278
NCT05363891
NCT05337124
NCT05268289
NCT04402632
NCT05686070
NCT04093219
NCT05462821
NCT05496868
NCT05254990
NCT05312879
NCT05295459
NCT04377945
NCT05327803
NCT05740007
NCT03706833
NCT05721573
NCT05257473
NCT05130268
NCT05070858
NCT05614063
NCT05685433
NCT05766813
NCT05581199
NCT05597436
NCT05702034
NCT05701917
NCT04940611
NCT05284747
NCT05222412
NCT05667142
NCT05378347
NCT05281484
NCT05934526
NCT05883436
NCT03661866
NCT04046224
NCT04680065
NCT05070858
NCT05230459
NCT03535220
NCT05211986
NCT05451212
NCT05354141
NCT05727878
NCT06154252
NCT05576077
NCT05611931
NCT05645744
NCT05828082
NCT04229979
NCT05572515
NCT05775159
NCT05771480
NCT05091346
NCT04752215
NCT05646862
NCT05548296
NCT05822752
NCT05633615
NCT05685602
NCT05705401
NCT05673200
NCT05600894
NCT05184712
NCT05814666
NCT06146257
NCT04340141
NCT06167733
NCT05983770
NCT05358353
NCT05624749
NCT05673148
NCT05241860
NCT05438212
NCT05836571
NCT05677490
NCT01322529
NCT03066739
